	
Chapter X	دهۊمی واوین
	
	
	
Years passed.	سالان دوأرسن.
	
The seasons came and went, the short animal lives fled by.	فصلان بۊمأن ؤ بؤشؤن ؤ مالانˇپأچˇعؤمر أنی سر بۊمأ.
	
A time came when there was no one who remembered the old days before the Rebellion, except Clover, Benjamin, Moses the raven, and a number of the pigs.	زمتی برسئه که جز کلؤور ؤ بنجامین ؤ مۊزس کلاچ ؤ چندته خۊک کمتر کسی دؤبؤ که شۊرۊش-نؤبؤ رۊجان' یاد دأشته‌بۊ.
	
	مۊریل بؤمۊرده‌ بؤ.
	
Muriel was dead; Bluebell, Jessie, and Pincher were dead.	بلۊبل ؤ جسی ؤ پینچر بؤمۊرده ‌بؤن.
	
Jones too was dead—he had died in an inebriates' home in another part of the country.	جؤنز أنی بؤمۊرده ‌بؤ.
	
Snowball was forgotten.	اسنؤبال کسی' یاد دننه‌بؤ.
	
Boxer was forgotten, except by the few who had known him.	باکسر' أنی الا تک‌ؤتۊک مالانی که اۊن' شینأختن، یاداگۊده ‌بؤن.
	
Clover was an old stout mare now, stiff in the joints and with a tendency to rheumy eyes.	کلؤور یته پیرˇمادیان بؤبؤ بؤ. اینˇدشکفان دؤخۊشته ‌بؤ ؤ اینˇچۋشمان آو بیأرده ‌بؤ.
	
She was two years past the retiring age, but in fact no animal had ever actually retired.	اینی کارفۊجاری سندˇجی دۊ سال سرشؤ بؤ ولی تا ایسه هیچ مالی راس راسئه کارفۊجار نؤبؤ ‌بؤ.
	
The talk of setting aside a corner of the pasture for superannuated animals had long since been dropped.	خیلی وخت بؤ که د هیچکی واگۊیه نؤگۊد کارفۊجارˇمالان' زمی هدن.
	
Napoleon was now a mature boar of twenty-four stone.	ایسه د ناپلؤن یته برسه-وراز بؤبؤ بؤ که صد ؤ پنجا کیلؤو وزن دأشت.
	
Squealer was so fat that he could with difficulty see out of his eyes.	اسکۊییلر أندی چفتل‌ابؤبؤ که خۊ چۋشمان' زۊرازۊری واگۊد.
	
